58	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57	0	0	0	0	0	0	0	0	0	0	0	0	0	
74	288	268	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	278	61	0	0	0	0	0	0	0	0	0	
0	0	0	0	279	158	288	36	0	0	0	0	0	0	
0	0	0	0	0	0	0	57	0	0	0	0	0	0	
0	0	0	0	0	0	0	84	0	0	0	0	0	0	
0	0	0	0	0	0	0	92	0	0	0	0	0	0	
0	0	0	0	0	0	0	73	0	0	0	0	0	0	
0	0	0	0	0	0	0	64	48	59	55	0	0	0	
0	0	0	0	0	0	0	0	0	0	3	66	101	56	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
